Year,Month,Day,Hour,Value
2021,01,17,17,60.6
2021,01,17,18,67.05
2021,01,17,19,76.98
2021,01,17,20,100
2021,01,17,21,112.05
2021,01,17,22,100.69
2021,01,17,23,83.67
2021,01,17,24,70.97
2021,01,18,1,81.28
2021,01,18,2,79.53
2021,01,18,3,72.05
2021,01,18,4,70.5
2021,01,18,5,70
2021,01,18,6,74.69
2021,01,18,7,77.84
2021,01,18,8,80.22
2021,01,18,9,83.59
2021,01,18,10,85.66
2021,01,18,11,83.05
2021,01,18,12,77.84
2021,01,18,13,77.69
2021,01,18,14,76.59
2021,01,18,15,73.22
2021,01,18,16,72.05
2021,01,18,17,75.84
2021,01,18,18,82.89
2021,01,18,19,92.81
2021,01,18,20,110.9
2021,01,18,21,115.98
2021,01,18,22,99.01
2021,01,18,23,83.39
2021,01,18,24,73.21
2021,01,19,1,84.05
2021,01,19,2,70.79
2021,01,19,3,63.05
2021,01,19,4,59.5
2021,01,19,5,58.22
2021,01,19,6,59.35
2021,01,19,7,61.8
2021,01,19,8,74.39
2021,01,19,9,91.2
2021,01,19,10,93.72
2021,01,19,11,91.79
2021,01,19,12,86.48
2021,01,19,13,84
2021,01,19,14,80
2021,01,19,15,74.29
2021,01,19,16,70.9
2021,01,19,17,73.35
2021,01,19,18,78.49
2021,01,19,19,84.69
2021,01,19,20,91.2
2021,01,19,21,91.97
2021,01,19,22,84.69
2021,01,19,23,69.05
2021,01,19,24,58.2
2021,01,20,1,50.15
2021,01,20,2,44.7
2021,01,20,3,40.25
2021,01,20,4,38.49
2021,01,20,5,29.67
2021,01,20,6,36.65
2021,01,20,7,44.97
2021,01,20,8,56.12
2021,01,20,9,60.69
2021,01,20,10,64.05
2021,01,20,11,63.83
2021,01,20,12,59.64
2021,01,20,13,55.01
2021,01,20,14,51.6
2021,01,20,15,49.86
2021,01,20,16,44.95
2021,01,20,17,48.03
2021,01,20,18,54.01
2021,01,20,19,58.2
2021,01,20,20,64.69
2021,01,20,21,67.9
2021,01,20,22,62.69
2021,01,20,23,51.05
2021,01,20,24,42.7
2021,01,21,1,30.7
2021,01,21,2,28.5
2021,01,21,3,27.25
2021,01,21,4,15.45
2021,01,21,5,14.2
2021,01,21,6,16.77
2021,01,21,7,37.5
2021,01,21,8,49.52
2021,01,21,9,56.3
2021,01,21,10,58.75
2021,01,21,11,55.84
2021,01,21,12,54.28
2021,01,21,13,50.56
2021,01,21,14,49.72
2021,01,21,15,43.73
2021,01,21,16,46.9
2021,01,21,17,47.34
2021,01,21,18,50.87
2021,01,21,19,55.84
2021,01,21,20,57.26
2021,01,21,21,55.16
2021,01,21,22,51.79
2021,01,21,23,48.97
2021,01,21,24,42.4
2021,01,22,1,35.95
2021,01,22,2,28.95
2021,01,22,3,25.71
2021,01,22,4,23.96
2021,01,22,5,23.03
2021,01,22,6,27.45
2021,01,22,7,29.85
2021,01,22,8,41.05
2021,01,22,9,51.01
2021,01,22,10,53.5
2021,01,22,11,51.05
2021,01,22,12,47.29
2021,01,22,13,44.01
2021,01,22,14,42.6
2021,01,22,15,37.5
2021,01,22,16,37.5
2021,01,22,17,39.3
2021,01,22,18,48.69
2021,01,22,19,54.82
2021,01,22,20,57.24
2021,01,22,21,55.59
2021,01,22,22,52.91
2021,01,22,23,51.79
2021,01,22,24,46.64
2021,01,23,1,32.6
2021,01,23,2,25
2021,01,23,3,14
2021,01,23,4,11.96
2021,01,23,5,10.25
2021,01,23,6,10.25
2021,01,23,7,14
2021,01,23,8,18.4
2021,01,23,9,23.27
2021,01,23,10,27.05
2021,01,23,11,32.05
2021,01,23,12,30.98
2021,01,23,13,27.51
2021,01,23,14,29.05
2021,01,23,15,29.05
2021,01,23,16,25
2021,01,23,17,25
2021,01,23,18,26.7
2021,01,23,19,32.8
2021,01,23,20,43.64
2021,01,23,21,49.29
2021,01,23,22,49.98
2021,01,23,23,40
2021,01,23,24,32.05
2021,01,24,1,21.2
2021,01,24,2,12
2021,01,24,3,3.5
2021,01,24,4,1.95
2021,01,24,5,1.95
2021,01,24,6,3.5
2021,01,24,7,8.67
2021,01,24,8,13.99
2021,01,24,9,19.05
2021,01,24,10,26.05
2021,01,24,11,30
2021,01,24,12,29.8
2021,01,24,13,29.05
2021,01,24,14,29.6
2021,01,24,15,29.8
2021,01,24,16,29.4
2021,01,24,17,29.8
2021,01,24,18,43.05
2021,01,24,19,52.87
2021,01,24,20,57.33
2021,01,24,21,59.26
2021,01,24,22,55.76
2021,01,24,23,53.93
2021,01,24,24,47.89
2021,01,25,1,46.62
2021,01,25,2,43.09
2021,01,25,3,36.6
2021,01,25,4,32.4
2021,01,25,5,32.14
2021,01,25,6,36.6
2021,01,25,7,51.23
2021,01,25,8,57.68
2021,01,25,9,59.14
2021,01,25,10,69.05
2021,01,25,11,74.95
2021,01,25,12,70.53
2021,01,25,13,69.02
2021,01,25,14,67
2021,01,25,15,63.24
2021,01,25,16,61.58
2021,01,25,17,64.83
2021,01,25,18,69.29
2021,01,25,19,73.88
2021,01,25,20,74.86
2021,01,25,21,70.22
2021,01,25,22,68.25
2021,01,25,23,58.4
2021,01,25,24,54.5
2021,01,26,1,57.69
2021,01,26,2,52.56
2021,01,26,3,51.41
2021,01,26,4,48.8
2021,01,26,5,48.6
2021,01,26,6,51.42
2021,01,26,7,59.53
2021,01,26,8,69.05
2021,01,26,9,73.95
2021,01,26,10,79.68
2021,01,26,11,73.91
2021,01,26,12,72
2021,01,26,13,70
2021,01,26,14,68.74
2021,01,26,15,68.09
2021,01,26,16,68.15
2021,01,26,17,68.75
2021,01,26,18,73.73
2021,01,26,19,82.04
2021,01,26,20,75.5
2021,01,26,21,74.61
2021,01,26,22,71.27
2021,01,26,23,66.83
2021,01,26,24,57.16
2021,01,27,1,49.24
2021,01,27,2,44.97
2021,01,27,3,43.32
2021,01,27,4,42.04
2021,01,27,5,42.27
2021,01,27,6,44.93
2021,01,27,7,51.25
2021,01,27,8,65.43
2021,01,27,9,67.38
2021,01,27,10,70.67
2021,01,27,11,68.2
2021,01,27,12,67.58
2021,01,27,13,65.78
2021,01,27,14,64.28
2021,01,27,15,62.97
2021,01,27,16,63.65
2021,01,27,17,65.9
2021,01,27,18,68.17
2021,01,27,19,70.48
2021,01,27,20,70.6
2021,01,27,21,67.33
2021,01,27,22,64.94
2021,01,27,23,61.05
2021,01,27,24,59.05
2021,01,28,1,46.87
2021,01,28,2,44.93
2021,01,28,3,43.83
2021,01,28,4,42.4
2021,01,28,5,43.64
2021,01,28,6,44.41
2021,01,28,7,53.14
2021,01,28,8,63.26
2021,01,28,9,65.41
2021,01,28,10,66.1
2021,01,28,11,64.98
2021,01,28,12,64
2021,01,28,13,60.74
2021,01,28,14,59.31
2021,01,28,15,56.35
2021,01,28,16,53.2
2021,01,28,17,55.03
2021,01,28,18,60.49
2021,01,28,19,63.33
2021,01,28,20,63.74
2021,01,28,21,59.68
2021,01,28,22,58
2021,01,28,23,51.02
2021,01,28,24,45.51
2021,01,29,1,42.71
2021,01,29,2,38.25
2021,01,29,3,33.66
2021,01,29,4,29.99
2021,01,29,5,29
2021,01,29,6,33
2021,01,29,7,45
2021,01,29,8,55.34
2021,01,29,9,58.6
2021,01,29,10,58.89
2021,01,29,11,56.87
2021,01,29,12,54.67
2021,01,29,13,53.2
2021,01,29,14,50.05
2021,01,29,15,49.48
2021,01,29,16,44.85
2021,01,29,17,48.85
2021,01,29,18,54.68
2021,01,29,19,60.79
2021,01,29,20,59.38
2021,01,29,21,54.34
2021,01,29,22,50.03
2021,01,29,23,45.9
2021,01,29,24,35
2021,01,30,1,12.97
2021,01,30,2,5.1
2021,01,30,3,2.4
2021,01,30,4,1.95
2021,01,30,5,1.95
2021,01,30,6,1.95
2021,01,30,7,1.95
2021,01,30,8,1.95
2021,01,30,9,1.95
2021,01,30,10,4
2021,01,30,11,5.1
2021,01,30,12,1.95
2021,01,30,13,1.95
2021,01,30,14,1.95
2021,01,30,15,1.95
2021,01,30,16,1.95
2021,01,30,17,1.95
2021,01,30,18,1.95
2021,01,30,19,5.1
2021,01,30,20,8.4
2021,01,30,21,14
2021,01,30,22,10.99
2021,01,30,23,5.1
2021,01,30,24,1.95
2021,01,31,1,1.95
2021,01,31,2,1.9
2021,01,31,3,1
2021,01,31,4,0.16
2021,01,31,5,0.16
2021,01,31,6,0.16
2021,01,31,7,0.16
2021,01,31,8,0.16
2021,01,31,9,0.16
2021,01,31,10,1
2021,01,31,11,1.95
2021,01,31,12,1.95
2021,01,31,13,1.95
2021,01,31,14,1.95
2021,01,31,15,1.95
2021,01,31,16,1.94
2021,01,31,17,1.9
2021,01,31,18,1.95
2021,01,31,19,1.95
2021,01,31,20,1.95
2021,01,31,21,1.96
2021,01,31,22,1.96
2021,01,31,23,1.95
2021,01,31,24,1.95
2021,02,01,1,1.94
2021,02,01,2,0.56
2021,02,01,3,0.16
2021,02,01,4,0.16
2021,02,01,5,0.16
2021,02,01,6,1.59
2021,02,01,7,1.95
2021,02,01,8,5.98
2021,02,01,9,17.56
2021,02,01,10,23.05
2021,02,01,11,18.15
2021,02,01,12,10.33
2021,02,01,13,5.02
2021,02,01,14,3.5
2021,02,01,15,1.95
2021,02,01,16,3.5
2021,02,01,17,6.5
2021,02,01,18,10.67
2021,02,01,19,25
2021,02,01,20,36.6
2021,02,01,21,39.3
2021,02,01,22,36.21
2021,02,01,23,23.15
2021,02,01,24,12.55
2021,02,02,1,10.25
2021,02,02,2,8.5
2021,02,02,3,6.1
2021,02,02,4,3.19
2021,02,02,5,3.19
2021,02,02,6,5.7
2021,02,02,7,8.98
2021,02,02,8,28.79
2021,02,02,9,36.84
2021,02,02,10,39.01
2021,02,02,11,37.8
2021,02,02,12,36.53
2021,02,02,13,35.4
2021,02,02,14,35.1
2021,02,02,15,31.05
2021,02,02,16,29.39
2021,02,02,17,31.05
2021,02,02,18,34
2021,02,02,19,37.62
2021,02,02,20,47
2021,02,02,21,47
2021,02,02,22,37.62
2021,02,02,23,27.99
2021,02,02,24,14
2021,02,03,1,20.6
2021,02,03,2,18.3
2021,02,03,3,8.67
2021,02,03,4,7.96
2021,02,03,5,6.4
2021,02,03,6,12.14
2021,02,03,7,20.94
2021,02,03,8,37.5
2021,02,03,9,43.09
2021,02,03,10,46.5
2021,02,03,11,47.51
2021,02,03,12,45.51
2021,02,03,13,44.15
2021,02,03,14,46.05
2021,02,03,15,43.09
2021,02,03,16,41.15
2021,02,03,17,42.01
2021,02,03,18,48.01
2021,02,03,19,53.25
2021,02,03,20,53.2
2021,02,03,21,53.23
2021,02,03,22,49.2
2021,02,03,23,43.52
2021,02,03,24,38.32
2021,02,04,1,37.35
2021,02,04,2,35.49
2021,02,04,3,34.58
2021,02,04,4,33.5
2021,02,04,5,35.2
2021,02,04,6,39.37
2021,02,04,7,48.32
2021,02,04,8,57.15
2021,02,04,9,59.19
2021,02,04,10,60
2021,02,04,11,59.18
2021,02,04,12,56.54
2021,02,04,13,56.09
2021,02,04,14,55.69
2021,02,04,15,56.56
2021,02,04,16,58.15
2021,02,04,17,59.42
2021,02,04,18,61.16
2021,02,04,19,66.05
2021,02,04,20,67.51
2021,02,04,21,59.39
2021,02,04,22,56.09
2021,02,04,23,52.7
2021,02,04,24,48.05
2021,02,05,1,45.57
2021,02,05,2,44.01
2021,02,05,3,42.24
2021,02,05,4,41.2
2021,02,05,5,40.52
2021,02,05,6,43.36
2021,02,05,7,50.43
2021,02,05,8,58.65
2021,02,05,9,61.61
2021,02,05,10,61.03
2021,02,05,11,59.54
2021,02,05,12,58.54
2021,02,05,13,57.15
2021,02,05,14,54.51
2021,02,05,15,50
2021,02,05,16,48
2021,02,05,17,48.05
2021,02,05,18,49
2021,02,05,19,56.61
2021,02,05,20,57.46
2021,02,05,21,51.94
2021,02,05,22,49.89
2021,02,05,23,48.49
2021,02,05,24,45.99
2021,02,06,1,44.05
2021,02,06,2,38.5
2021,02,06,3,37.5
2021,02,06,4,35.08
2021,02,06,5,33.46
2021,02,06,6,32.11
2021,02,06,7,34.5
2021,02,06,8,34.74
2021,02,06,9,35.7
2021,02,06,10,37.5
2021,02,06,11,38.05
2021,02,06,12,37.5
2021,02,06,13,37.5
2021,02,06,14,39.77
2021,02,06,15,37.5
2021,02,06,16,33.95
2021,02,06,17,33.6
2021,02,06,18,35.09
2021,02,06,19,41.54
2021,02,06,20,42.98
2021,02,06,21,37.65
2021,02,06,22,31.05
2021,02,06,23,28.66
2021,02,06,24,26.4
2021,02,07,1,18.05
2021,02,07,2,14
2021,02,07,3,1.95
2021,02,07,4,0.2
2021,02,07,5,0.16
2021,02,07,6,0.16
2021,02,07,7,0.2
2021,02,07,8,1.95
2021,02,07,9,9
2021,02,07,10,16.68
2021,02,07,11,20
2021,02,07,12,16.68
2021,02,07,13,14.05
2021,02,07,14,15.09
2021,02,07,15,15
2021,02,07,16,5.54
2021,02,07,17,5.54
2021,02,07,18,14.05
2021,02,07,19,21.79
2021,02,07,20,25.4
2021,02,07,21,27
2021,02,07,22,25.4
2021,02,07,23,20
2021,02,07,24,14.05
2021,02,08,1,1.95
2021,02,08,2,1.95
2021,02,08,3,1.95
2021,02,08,4,1.34
2021,02,08,5,1.29
2021,02,08,6,1.95
2021,02,08,7,1.95
2021,02,08,8,8.04
2021,02,08,9,20.59
2021,02,08,10,21.43
2021,02,08,11,11.51
2021,02,08,12,7
2021,02,08,13,5.83
2021,02,08,14,3.5
2021,02,08,15,1.95
2021,02,08,16,1.95
2021,02,08,17,1.95
2021,02,08,18,5.02
2021,02,08,19,8.08
2021,02,08,20,22.48
2021,02,08,21,25.26
2021,02,08,22,22.48
2021,02,08,23,12.49
2021,02,08,24,7.18
2021,02,09,1,1.95
2021,02,09,2,1.95
2021,02,09,3,1.5
2021,02,09,4,1.1
2021,02,09,5,1.56
2021,02,09,6,1.95
2021,02,09,7,1.95
2021,02,09,8,3.08
2021,02,09,9,7.98
2021,02,09,10,10.2
2021,02,09,11,10.44
2021,02,09,12,9.48
2021,02,09,13,7.98
2021,02,09,14,8.34
2021,02,09,15,6.23
2021,02,09,16,6.95
2021,02,09,17,7
2021,02,09,18,8
2021,02,09,19,10.5
2021,02,09,20,14
2021,02,09,21,15.11
2021,02,09,22,12.66
2021,02,09,23,7.28
2021,02,09,24,1.96
2021,02,10,1,0
2021,02,10,2,0
2021,02,10,3,0
2021,02,10,4,0
2021,02,10,5,1.56
2021,02,10,6,1.95
2021,02,10,7,1.95
2021,02,10,8,2.2
2021,02,10,9,12.84
2021,02,10,10,25.39
2021,02,10,11,26
2021,02,10,12,22.19
2021,02,10,13,17.39
2021,02,10,14,20
2021,02,10,15,14.4
2021,02,10,16,14.4
2021,02,10,17,24
2021,02,10,18,30.88
2021,02,10,19,50
2021,02,10,20,71.5
2021,02,10,21,73.26
2021,02,10,22,59.55
2021,02,10,23,26.94
2021,02,10,24,22.19
2021,02,11,1,49
2021,02,11,2,24.3
2021,02,11,3,14
2021,02,11,4,9.43
2021,02,11,5,3.84
2021,02,11,6,12.24
2021,02,11,7,35.23
2021,02,11,8,57.3
2021,02,11,9,60.21
2021,02,11,10,60.94
2021,02,11,11,60.13
2021,02,11,12,57.3
2021,02,11,13,55
2021,02,11,14,55
2021,02,11,15,51
2021,02,11,16,53.73
2021,02,11,17,55.27
2021,02,11,18,59.94
2021,02,11,19,60.69
2021,02,11,20,66.25
2021,02,11,21,69.51
2021,02,11,22,62.27
2021,02,11,23,58.78
2021,02,11,24,51.52
2021,02,12,1,32.12
2021,02,12,2,24
2021,02,12,3,15.99
2021,02,12,4,10.25
2021,02,12,5,10.25
2021,02,12,6,15.99
2021,02,12,7,26.58
2021,02,12,8,47.75
2021,02,12,9,51.69
2021,02,12,10,55.75
2021,02,12,11,53
2021,02,12,12,47.73
2021,02,12,13,38.69
2021,02,12,14,32.12
2021,02,12,15,26.3
2021,02,12,16,14
2021,02,12,17,16.2
2021,02,12,18,31.62
2021,02,12,19,51.69
2021,02,12,20,57.69
2021,02,12,21,61.01
2021,02,12,22,59.31
2021,02,12,23,54.56
2021,02,12,24,45.09
2021,02,13,1,27.99
2021,02,13,2,21.56
2021,02,13,3,13.95
2021,02,13,4,11.35
2021,02,13,5,10
2021,02,13,6,13.3
2021,02,13,7,15.99
2021,02,13,8,23
2021,02,13,9,33.5
2021,02,13,10,40.69
2021,02,13,11,45
2021,02,13,12,42.51
2021,02,13,13,39.44
2021,02,13,14,40.69
2021,02,13,15,39.69
2021,02,13,16,34.5
2021,02,13,17,35.5
2021,02,13,18,46.02
2021,02,13,19,56.87
2021,02,13,20,69
2021,02,13,21,63.26
2021,02,13,22,57.67
2021,02,13,23,53.58
2021,02,13,24,50.55
2021,02,14,1,32
2021,02,14,2,25.29
2021,02,14,3,18.69
2021,02,14,4,14
2021,02,14,5,12.99
2021,02,14,6,12.59
2021,02,14,7,12.59
2021,02,14,8,12.7
2021,02,14,9,11.35
2021,02,14,10,12.59
2021,02,14,11,12.7
2021,02,14,12,10.84
2021,02,14,13,5.25
2021,02,14,14,8
2021,02,14,15,5.25
2021,02,14,16,1.95
2021,02,14,17,1.95
2021,02,14,18,1.95
2021,02,14,19,10
2021,02,14,20,22.51
2021,02,14,21,29.25
2021,02,14,22,26.4
2021,02,14,23,15.25
2021,02,14,24,5
2021,02,15,1,1.95
2021,02,15,2,1
2021,02,15,3,0.16
2021,02,15,4,0.16
2021,02,15,5,0.9
2021,02,15,6,1.5
2021,02,15,7,1.95
2021,02,15,8,15.51
2021,02,15,9,23.19
2021,02,15,10,25.09
2021,02,15,11,23.75
2021,02,15,12,13.95
2021,02,15,13,12.03
