date,hour,class,type,regime,Price_LOW,Price_MED,Price_HIGH,p_mean_pred_eur_mwh,k_anchor,mu_anchor,TomorrowMean_EUR_MWh,LowQuantileUsed,ValleyHours,ValleyMultBase
2025-12-28,17,DOM_INV,DOM,LOW,63.02116268091096,78.7764533511387,94.53174402136644,72.13432219289926,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55
2025-12-28,18,DOM_INV,DOM,LOW,71.01899129082578,88.77373911353223,106.52848693623868,72.13432219289926,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55
2025-12-28,19,DOM_INV,DOM,LOW,76.68720440811235,95.85900551014043,115.03080661216852,72.13432219289926,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55
2025-12-28,20,DOM_INV,DOM,LOW,80.66655266519258,100.83319083149073,120.99982899778887,72.13432219289926,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55
2025-12-28,21,DOM_INV,DOM,LOW,79.04345576115882,98.80431970144852,118.56518364173822,72.13432219289926,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55
2025-12-28,22,DOM_INV,DOM,LOW,72.77214363407417,90.96517954259271,109.15821545111125,72.13432219289926,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55
2025-12-28,23,DOM_INV,DOM,LOW,67.25488495874303,84.0686061984288,100.88232743811456,72.13432219289926,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55
2025-12-29,0,LAB_INV,LAB,NORMAL,53.75319756196148,67.19149695245184,80.62979634294221,99.66825580786933,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55
2025-12-29,1,LAB_INV,LAB,NORMAL,48.687903959212626,60.85987994901578,73.03185593881894,99.66825580786933,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55
2025-12-29,2,LAB_INV,LAB,NORMAL,44.99430607591725,56.24288259489656,67.49145911387586,99.66825580786933,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55
2025-12-29,3,LAB_INV,LAB,NORMAL,42.82555460188216,53.5319432523527,64.23833190282323,99.66825580786933,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55
2025-12-29,4,LAB_INV,LAB,NORMAL,58.803633948544785,73.50454243568097,88.20545092281716,99.66825580786933,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55
2025-12-29,5,LAB_INV,LAB,NORMAL,62.64070401079885,78.30088001349856,93.96105601619827,99.66825580786933,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55
2025-12-29,6,LAB_INV,LAB,NORMAL,72.97224712799219,91.21530890999023,109.45837069198826,99.66825580786933,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55
2025-12-29,7,LAB_INV,LAB,NORMAL,87.7100095949708,109.63751199371349,131.5650143924562,99.66825580786933,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55
2025-12-29,8,LAB_INV,LAB,NORMAL,95.83181898678659,119.78977373348323,143.74772848017986,99.66825580786933,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55
2025-12-29,9,LAB_INV,LAB,NORMAL,95.45787648661525,119.32234560826905,143.18681472992284,99.66825580786933,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55
2025-12-29,10,LAB_INV,LAB,NORMAL,89.63991940861416,112.0498992607677,134.45987911292124,99.66825580786933,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55
2025-12-29,11,LAB_INV,LAB,NORMAL,84.38722321411086,105.48402901763856,126.58083482116626,99.66825580786933,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55
2025-12-29,12,LAB_INV,LAB,NORMAL,81.5632008499343,101.95400106241787,122.34480127490144,99.66825580786933,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55
2025-12-29,13,LAB_INV,LAB,NORMAL,79.81059003788613,99.76323754735766,119.7158850568292,99.66825580786933,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55
2025-12-29,14,LAB_INV,LAB,NORMAL,77.43227138658791,96.79033923323489,116.14840707988186,99.66825580786933,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55
2025-12-29,15,LAB_INV,LAB,NORMAL,77.1199425933239,96.39992824165486,115.67991388998583,99.66825580786933,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55
2025-12-29,16,LAB_INV,LAB,NORMAL,81.20638982070318,101.50798727587896,121.80958473105474,99.66825580786933,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55
2025-12-29,17,LAB_INV,LAB,NORMAL,90.76365660857715,113.45457076072144,136.14548491286573,99.66825580786933,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55
2025-12-29,18,LAB_INV,LAB,NORMAL,100.28016707362382,125.35020884202976,150.42025061043572,99.66825580786933,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55
2025-12-29,19,LAB_INV,LAB,NORMAL,107.7621989746755,134.70274871834437,161.64329846201323,99.66825580786933,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55
2025-12-29,20,LAB_INV,LAB,NORMAL,107.90193174516206,134.87741468145256,161.85289761774308,99.66825580786933,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55
2025-12-29,21,LAB_INV,LAB,NORMAL,100.32267405577309,125.40334256971636,150.48401108365962,99.66825580786933,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55
2025-12-29,22,LAB_INV,LAB,NORMAL,90.52060569674435,113.15075712093044,135.78090854511652,99.66825580786933,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55
2025-12-29,23,LAB_INV,LAB,NORMAL,81.24248769069278,101.55310961336598,121.86373153603917,99.66825580786933,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55
