date,hour,class,type,regime,p_mean_pred_eur_mwh,Price_EUR_MWh,k_anchor,mu_anchor,TomorrowMean_EUR_MWh,LowQuantileUsed,ValleyHours,ValleyMultBase,Source
2025-12-29,0,LAB_INV,LAB,NORMAL,99.66825580786933,67.19149695245184,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55,FORECAST_MED
2025-12-29,1,LAB_INV,LAB,NORMAL,99.66825580786933,60.85987994901578,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55,FORECAST_MED
2025-12-29,2,LAB_INV,LAB,NORMAL,99.66825580786933,56.24288259489656,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55,FORECAST_MED
2025-12-29,3,LAB_INV,LAB,NORMAL,99.66825580786933,53.5319432523527,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55,FORECAST_MED
2025-12-29,4,LAB_INV,LAB,NORMAL,99.66825580786933,73.50454243568097,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55,FORECAST_MED
2025-12-29,5,LAB_INV,LAB,NORMAL,99.66825580786933,78.30088001349856,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55,FORECAST_MED
2025-12-29,6,LAB_INV,LAB,NORMAL,99.66825580786933,91.21530890999023,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55,FORECAST_MED
2025-12-29,7,LAB_INV,LAB,NORMAL,99.66825580786933,109.63751199371349,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55,FORECAST_MED
2025-12-29,8,LAB_INV,LAB,NORMAL,99.66825580786933,119.78977373348323,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55,FORECAST_MED
2025-12-29,9,LAB_INV,LAB,NORMAL,99.66825580786933,119.32234560826905,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55,FORECAST_MED
2025-12-29,10,LAB_INV,LAB,NORMAL,99.66825580786933,112.0498992607677,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55,FORECAST_MED
2025-12-29,11,LAB_INV,LAB,NORMAL,99.66825580786933,105.48402901763856,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55,FORECAST_MED
2025-12-29,12,LAB_INV,LAB,NORMAL,99.66825580786933,101.95400106241787,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55,FORECAST_MED
2025-12-29,13,LAB_INV,LAB,NORMAL,99.66825580786933,99.76323754735766,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55,FORECAST_MED
2025-12-29,14,LAB_INV,LAB,NORMAL,99.66825580786933,96.79033923323489,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55,FORECAST_MED
2025-12-29,15,LAB_INV,LAB,NORMAL,99.66825580786933,96.39992824165486,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55,FORECAST_MED
2025-12-29,16,LAB_INV,LAB,NORMAL,99.66825580786933,101.50798727587896,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55,FORECAST_MED
2025-12-29,17,LAB_INV,LAB,NORMAL,99.66825580786933,113.45457076072144,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55,FORECAST_MED
2025-12-29,18,LAB_INV,LAB,NORMAL,99.66825580786933,125.35020884202976,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55,FORECAST_MED
2025-12-29,19,LAB_INV,LAB,NORMAL,99.66825580786933,134.70274871834437,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55,FORECAST_MED
2025-12-29,20,LAB_INV,LAB,NORMAL,99.66825580786933,134.87741468145256,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55,FORECAST_MED
2025-12-29,21,LAB_INV,LAB,NORMAL,99.66825580786933,125.40334256971636,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55,FORECAST_MED
2025-12-29,22,LAB_INV,LAB,NORMAL,99.66825580786933,113.15075712093044,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55,FORECAST_MED
2025-12-29,23,LAB_INV,LAB,NORMAL,99.66825580786933,101.55310961336598,1.5813645142154475,88.87893887623386,140.55,0.05,"[0, 1, 2, 3]",0.55,FORECAST_MED
